id,name,price,product_url,image_url,created_at,category_id
11,딸기 설향 산지직송 프리미엄 생딸기 킹스베리 고슬,15900,https://smartstore.naver.com/main/products/6048362801,https://shopping-phinf.pstatic.net/main_8359286/83592862289.jpg,2025-06-12 11:47:00,42
12,설향딸기 못난이 생딸기 1.5kg 1.8kg,15800,https://smartstore.naver.com/main/products/6205693541,https://shopping-phinf.pstatic.net/main_8375019/83750193118.jpg,2025-06-12 11:47:00,42
13,생딸기 산청 금실 설향 딸기,20800,https://smartstore.naver.com/main/products/5939413894,https://shopping-phinf.pstatic.net/main_8348391/83483913382.1.jpg,2025-06-12 11:47:00,42
14,남도의식탁 무농약 당일수확 프리미엄 제철 산딸기 왕산딸기,29800,https://smartstore.naver.com/main/products/5493303851,https://shopping-phinf.pstatic.net/main_8303779/83037798983.jpg,2025-06-12 11:47:00,42
15,2025년 제철 산딸기 1kg/500g 특품 산지지송 프리미엄 노지 하우스,23900,https://smartstore.naver.com/main/products/5501206745,https://shopping-phinf.pstatic.net/main_8304570/83045701996.jpg,2025-06-12 11:47:00,42
16,사과 청송 안동 부사 못난이 꿀사과,20900,https://smartstore.naver.com/main/products/5300481447,https://shopping-phinf.pstatic.net/main_8284497/82844973796.10.jpg,2025-06-12 11:47:00,43
17,사과 경북 부사 못난이 꿀사과 5kg 10kg,35900,https://smartstore.naver.com/main/products/5811396719,https://shopping-phinf.pstatic.net/main_8335589/83355896133.11.jpg,2025-06-12 11:47:00,43
18,사과 가정용 선물세트 못난이 부사 꿀사과,24900,https://smartstore.naver.com/main/products/5210121027,https://shopping-phinf.pstatic.net/main_8275464/82754642762.18.jpg,2025-06-12 11:47:00,43
19,사과 청송사과 문경 꿀 부사 못난이 흠과 5kg 10kg,35900,https://smartstore.naver.com/main/products/4813833973,https://shopping-phinf.pstatic.net/main_8235835/82358356731.109.jpg,2025-06-12 11:47:00,43
20,사과 경북 껍질째먹는 부사 세척사과 2kg 3kg,17900,https://smartstore.naver.com/main/products/5195043122,https://shopping-phinf.pstatic.net/main_8273956/82739564476.4.jpg,2025-06-12 11:47:00,43
21,청도반시 씨없는 홍시 감 5kg 10kg 대봉감 단감 연시 곶감용 대봉시 영암 하동,26900,https://smartstore.naver.com/main/products/5120262144,https://shopping-phinf.pstatic.net/main_8266478/82664782468.jpg,2025-06-12 11:47:00,44
22,2024 햇 대봉감 홍시 대봉시 말랭이 청도반시 2kg 5kg 10kg,14900,https://smartstore.naver.com/main/products/526515173,https://shopping-phinf.pstatic.net/main_1248835/12488359522.jpg,2025-06-12 11:47:00,44
23,농장직영 광양 대봉 감말랭이 홍시 대봉감 10kg,39700,https://smartstore.naver.com/main/products/7750726926,https://shopping-phinf.pstatic.net/main_8529522/85295227248.1.jpg,2025-06-12 11:47:00,44
24,대봉감 홍시 연시 말랭이 곶감용 감말랭이 1kg,26000,https://smartstore.naver.com/main/products/4723800872,https://shopping-phinf.pstatic.net/main_8226832/82268322097.jpg,2025-06-12 11:47:00,44
25,아이스 대봉시 대봉감 대봉 홍시,39900,https://smartstore.naver.com/main/products/4376491637,https://shopping-phinf.pstatic.net/main_8192101/81921013798.jpg,2025-06-12 11:47:00,44
26,수입 무 20KG 세척 무우 대용량 [품질보장],10500,https://smartstore.naver.com/main/products/11687002757,https://shopping-phinf.pstatic.net/main_8923151/89231513224.1.jpg,2025-06-12 11:47:00,45
27,국내산 깨끗한 흙 무우 무 5kg 10kg,7400,https://smartstore.naver.com/main/products/2658867203,https://shopping-phinf.pstatic.net/main_8015661/80156610875.9.jpg,2025-06-12 11:47:00,45
28,국내산 알타리 총각무 1단 3kg내외,7400,https://smartstore.naver.com/main/products/3832432992,https://shopping-phinf.pstatic.net/main_8137695/81376953075.jpg,2025-06-12 11:47:00,45
29,[달달한] 제주무 월동무 세척무 무우 김장무 겨울무,5900,https://smartstore.naver.com/main/products/5273123057,https://shopping-phinf.pstatic.net/main_8281763/82817635490.5.jpg,2025-06-12 11:47:00,45
30,달랑무 2단 고랭지 알타리무 초롱무 초록무 무우,8900,https://smartstore.naver.com/main/products/5236749778,https://shopping-phinf.pstatic.net/main_8278127/82781272160.7.jpg,2025-06-12 11:47:00,45
31,알배추 쌈배추 알배기 배추 6통 12통,8500,https://smartstore.naver.com/main/products/5154926458,https://shopping-phinf.pstatic.net/main_8269944/82699447381.jpg,2025-06-12 11:47:00,46
32,통배추 생배추 수입배추 15kg [품질보장],11800,https://smartstore.naver.com/main/products/11687003309,https://shopping-phinf.pstatic.net/main_8923151/89231513776.jpg,2025-06-12 11:47:00,46
33,무농약 알배추 배추 쌈배추 알배기배추 통배추 산지직송 당일수확,9900,https://smartstore.naver.com/main/products/11736037887,https://shopping-phinf.pstatic.net/main_8928054/89280548386.1.jpg,2025-06-12 11:47:00,46
34,수입 알배추 쌈배추 알배기 배추 8~10KG(10통~14통),10500,https://smartstore.naver.com/main/products/11762992193,https://shopping-phinf.pstatic.net/main_8930750/89307502780.jpg,2025-06-12 11:47:00,46
35,알배기 배추 알배추 쌈배추 6통 12통 중도매인 당일경매,9000,https://smartstore.naver.com/main/products/10390938416,https://shopping-phinf.pstatic.net/main_8793544/87935443275.3.jpg,2025-06-12 11:47:00,46
36,포항초 시금치 포항 노지 남해초 영해초 보물초 영해 남해 시금치 섬초 생시금치 한단 1단,7400,https://smartstore.naver.com/main/products/11188630122,https://shopping-phinf.pstatic.net/main_8873314/88733140444.jpg,2025-06-12 11:47:00,47
37,남해 시금치 섬초 비금도 시금치 1kg 4kg,4900,https://smartstore.naver.com/main/products/7699146279,https://shopping-phinf.pstatic.net/main_8524364/85243646601.jpg,2025-06-12 11:47:00,47
38,노지 시금치 4Kg,9950,https://link.auction.co.kr/gate/pcs?item-no=B777225787&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5292269/52922690073.jpg,2025-06-12 11:47:00,47
39,친환경 베이비케일&amp;베이비시금치 100g,3990,https://redirect.kurly.com/entry?utm_source=NaverShopping&utm_medium=2001&utm_term=5036544&no=5036544&kfpartnerID=1000000,https://shopping-phinf.pstatic.net/main_5112626/51126261626.jpg,2025-06-12 11:47:00,47
40,+그린 냉동 시금치 1kg,2200,https://smartstore.naver.com/main/products/5233362393,https://shopping-phinf.pstatic.net/main_8277788/82777884726.2.jpg,2025-06-12 11:47:00,47
41,숙주나물 3.5Kg 곱슬이 일자 두절 콩나물,6370,https://smartstore.naver.com/main/products/168613102,https://shopping-phinf.pstatic.net/main_7092115/7092115401.jpg,2025-06-12 11:47:00,48
42,다선채 숙주나물 300g 봉,1620,https://www.megamart.com/product/09926561,https://shopping-phinf.pstatic.net/main_4103153/41031534850.jpg,2025-06-12 11:47:00,48
43,숙주나물 4Kg,10350,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=2978589200&tid=1000000061,https://shopping-phinf.pstatic.net/main_5042000/50420007183.jpg,2025-06-12 11:47:00,48
44,숙주나물 4Kg,10890,https://link.auction.co.kr/gate/pcs?item-no=B889473534&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5388804/53888046742.jpg,2025-06-12 11:47:00,48
45,농부마음 녹두건강 숙주나물 4kg,9940,https://link.auction.co.kr/gate/pcs?item-no=C723532214&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5001700/50017000617.jpg,2025-06-12 11:47:00,48
46,찜용콩나물 일자 굵은 곱슬이 두절 콩나물 3.5kg,8970,https://smartstore.naver.com/main/products/9435029555,https://shopping-phinf.pstatic.net/main_8697952/86979529878.jpg,2025-06-12 11:47:00,49
47,콩나물 1kg 산소콩나물 무농약 친환경 국산콩,5500,https://smartstore.naver.com/main/products/5120760824,https://shopping-phinf.pstatic.net/main_8266528/82665281240.1.jpg,2025-06-12 11:47:00,49
48,맑은물에 아삭한 콩나물 3.5kg,5900,https://smartstore.naver.com/main/products/8790087342,https://shopping-phinf.pstatic.net/main_8633458/86334587665.jpg,2025-06-12 11:47:00,49
49,장수 찜용 콩나물 500g,1590,https://redirect.kurly.com/entry?utm_source=NaverShopping&utm_medium=2001&utm_term=5097760&no=5097760&kfpartnerID=1000000,https://shopping-phinf.pstatic.net/main_4158100/41581005783.jpg,2025-06-12 11:47:00,49
50,아삭함 최고 GAP 일자 콩나물 1kg,4890,https://8dogam.com/product/3f6885dce1869d2a0624a549efdf40bb?utm_source=naversearch_shop&utm_campaign=Traffic_naversearch_shop&ad_creative=3f6885dce1869d2a0624a549efdf40bb&utm_term={query},https://shopping-phinf.pstatic.net/main_5319306/53193065046.jpg,2025-06-12 11:47:00,49
51,쌀 10kg 경기미 수향미 영호진미 고시히카리 신동진 백미 이천쌀 백진주 새청무 삼광 햅쌀,29800,https://smartstore.naver.com/main/products/5152891573,https://shopping-phinf.pstatic.net/main_8269741/82697412496.2.jpg,2025-06-12 11:47:00,50
52,새청무쌀 20kg 당일도정 백미 쌀 10kg 24년 햅쌀,30900,https://smartstore.naver.com/main/products/9522607936,https://shopping-phinf.pstatic.net/main_8706711/87067110206.3.jpg,2025-06-12 11:47:00,50
53,임금님표 이천쌀 4kg 5kg 10kg 알찬미,21900,https://smartstore.naver.com/main/products/8862969728,https://shopping-phinf.pstatic.net/main_8640747/86407470051.6.jpg,2025-06-12 11:47:00,50
54,"수향미 골든퀸 10kg, 1개",32550,https://search.shopping.naver.com/catalog/53507035178,https://shopping-phinf.pstatic.net/main_5350703/53507035178.20250312111140.jpg,2025-06-12 11:47:00,50
55,"영광농협 신동진쌀 상등급 20kg, 1개",46640,https://search.shopping.naver.com/catalog/53507103223,https://shopping-phinf.pstatic.net/main_5350710/53507103223.20250312111750.jpg,2025-06-12 11:47:00,50
56,24년 생산 고대곡물 호라산밀카무트 그레인온 파로 FARRO파로쌀 2kg 엠머밀,13900,https://smartstore.naver.com/main/products/10207798254,https://shopping-phinf.pstatic.net/main_8775230/87752301762.6.jpg,2025-06-12 11:47:00,51
57,알파푸드 자연정 찰곤약쌀 200g,1210,https://search.shopping.naver.com/catalog/25110914564,https://shopping-phinf.pstatic.net/main_2511091/25110914564.20231107140029.jpg,2025-06-12 11:47:00,51
58,카무트쌀 4kg 파로 호라산밀 국산 택일 24년산,12400,https://smartstore.naver.com/main/products/10213416424,https://shopping-phinf.pstatic.net/main_8775791/87757919951.jpg,2025-06-12 11:47:00,51
59,"그레인온 파로 엠머밀 1kg, 3개",33400,https://search.shopping.naver.com/catalog/52631098589,https://shopping-phinf.pstatic.net/main_5263109/52631098589.20250402110232.jpg,2025-06-12 11:47:00,51
60,24년산 그레인온 파로(엠머 밀) 고대곡물 슈퍼푸드 파로쌀 280g x 6팩,23900,https://smartstore.naver.com/main/products/10067704660,https://shopping-phinf.pstatic.net/main_8761220/87612207284.2.jpg,2025-06-12 11:47:00,51
61,혼합곡 17곡 4kg 국산 무농약 혼합잡곡쌀,9800,https://smartstore.naver.com/main/products/3492811847,https://shopping-phinf.pstatic.net/main_8103732/81037328984.1.jpg,2025-06-12 11:47:00,52
62,혼합잡곡 17곡 10kg (5kgx2개) 대용량 슈퍼푸드 귀리+렌틸콩혼합 2024년산,18900,https://smartstore.naver.com/main/products/4877372060,https://shopping-phinf.pstatic.net/main_8242189/82421895520.3.jpg,2025-06-12 11:47:00,52
63,국산 혼합잡곡 17곡 2kg (1kg+1kg) 2024년산 햇곡 발아3종 건강혼합,8900,https://smartstore.naver.com/main/products/6622774724,https://shopping-phinf.pstatic.net/main_8416727/84167275046.3.jpg,2025-06-12 11:47:00,52
64,[횡재미가] 로얄40곡 혼합잡곡 10kg 국산잡곡 혼합곡 잡곡쌀 저속노화밥 느린노화쌀 식단,24900,https://smartstore.naver.com/main/products/6291934076,https://shopping-phinf.pstatic.net/main_8383643/83836436565.7.jpg,2025-06-12 11:47:00,52
65,균형 혼합 18곡 4kg (2kgX2봉) 잡곡,9700,https://smartstore.naver.com/main/products/111770096,https://shopping-phinf.pstatic.net/main_6545899/6545899193.25.jpg,2025-06-12 11:47:00,52
66,국산 현미쌀 5kg 찰현미 찹쌀 택일 2024년산,14500,https://smartstore.naver.com/main/products/3470286093,https://shopping-phinf.pstatic.net/main_8101480/81014803230.2.jpg,2025-06-12 11:47:00,53
67,2024년 햅쌀 국산 현미 10kg (5kgx2봉),14910,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=5370875213&ctag=5370875213&lptag=l154282871945&itemId=82145897451&vendorItemId=3560021052&spec=10305199,https://shopping-phinf.pstatic.net/main_5292585/52925856114.1.jpg,2025-06-12 11:47:00,53
68,국산 현미 5kg 쌀 찰현미 발효현미 모음,14800,https://smartstore.naver.com/main/products/111768168,https://shopping-phinf.pstatic.net/main_6545891/6545891431.31.jpg,2025-06-12 11:47:00,53
69,"현대농산 한입만 현미 10kg, 1개",26300,https://search.shopping.naver.com/catalog/54858335291,https://shopping-phinf.pstatic.net/main_5485833/54858335291.20250519144214.jpg,2025-06-12 11:47:00,53
70,현미쌀 10kg 찰현미 찹쌀 택일 2024년 햅쌀,25900,https://smartstore.naver.com/main/products/9700163562,https://shopping-phinf.pstatic.net/main_8724466/87244665832.jpg,2025-06-12 11:47:00,53
71,국산 찰흑미 2kg 4kg,14500,https://smartstore.naver.com/main/products/111772382,https://shopping-phinf.pstatic.net/main_6545946/6545946061.18.jpg,2025-06-12 11:47:00,54
72,2024년 햅쌀 국산 찰흑미4kg (2kgx2개포장) 흑미 검정쌀,28900,https://smartstore.naver.com/main/products/153285352,https://shopping-phinf.pstatic.net/main_6995882/6995882785.13.jpg,2025-06-12 11:47:00,54
73,진도 찰흑미 4kg 국산 무농약 흑미쌀 검정쌀 택일 2024년산,27900,https://smartstore.naver.com/main/products/5719951600,https://shopping-phinf.pstatic.net/main_8326445/83264450176.jpg,2025-06-12 11:47:00,54
74,농부미학 국산 찰흑미 4kg(2kg+2kg),25410,https://link.auction.co.kr/gate/pcs?item-no=E913023133&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5326600/53266005555.5.jpg,2025-06-12 11:47:00,54
75,국산 햇곡 진도 검정쌀 찰흑미 찰진주 진흑미 1kg,6900,https://smartstore.naver.com/main/products/7370184289,https://shopping-phinf.pstatic.net/main_8491468/84914684611.2.jpg,2025-06-12 11:47:00,54
76,난각번호1번 산란당일 계란 친환경 동물복지 자연방사유정란 20구 유정란 무항생제 에그리원,14800,https://shopping.naver.com/outlink/itemdetail/4715666751,https://shopping-phinf.pstatic.net/main_8226018/82260187773.2.jpg,2025-06-12 11:47:00,55
77,알부자집 무항생제 계란 90구,27300,https://smartstore.naver.com/main/products/8034411313,https://shopping-phinf.pstatic.net/main_8557891/85578911636.4.jpg,2025-06-12 11:47:00,55
78,난각번호1번 계란 유정란 자연방사 동물복지 무항생제 방목 달걀,19600,https://smartstore.naver.com/main/products/4831722486,https://shopping-phinf.pstatic.net/main_8237624/82376245438.6.jpg,2025-06-12 11:47:00,55
79,계란 왕란 30구 1판 30알 가락시장 내일 새벽6시 배송지역 식당만 직접배송,8190,https://smartstore.naver.com/main/products/6826472413,https://shopping-phinf.pstatic.net/main_8437097/84370972735.1.jpg,2025-06-12 11:47:00,55
80,난각번호1번 유정란 무항생제 자연방사 계란,13900,https://smartstore.naver.com/main/products/10020971027,https://shopping-phinf.pstatic.net/main_8756547/87565473438.9.jpg,2025-06-12 11:47:00,55
81,흥생농장 반숙란 40구 정기구독 촉촉한 무살충제 무항생제 10구 4팩,16900,https://smartstore.naver.com/main/products/4803834770,https://shopping-phinf.pstatic.net/main_8234835/82348357435.3.jpg,2025-06-12 11:47:00,56
82,인정식탁 편의점 감동란 간이 배어있는 촉촉 품질검증 반숙란 30구 60구 반숙계란,23500,https://smartstore.naver.com/main/products/5779268544,https://shopping-phinf.pstatic.net/main_8332376/83323767958.13.jpg,2025-06-12 11:47:00,56
83,친환경 무항생제 구운란 반숙란 훈제란 30구 60구 구운 계란,10900,https://smartstore.naver.com/main/products/384431486,https://shopping-phinf.pstatic.net/main_1259772/12597728228.1.jpg,2025-06-12 11:47:00,56
84,계림농장 친환경 구운계란 구운란 훈제란 반숙란 30구,11500,https://smartstore.naver.com/main/products/5170764294,https://shopping-phinf.pstatic.net/main_8271528/82715285412.jpg,2025-06-12 11:47:00,56
85,반숙계란 비타민B 반숙란 계란 촉촉한 삶은계란 달걀 20구 40구,12800,https://smartstore.naver.com/main/products/8247601566,https://shopping-phinf.pstatic.net/main_8579210/85792101888.5.jpg,2025-06-12 11:47:00,56
86,한추리 바로깐메추리알 1kg팩 다중보냉안전포장 HACCP 농협보험보장,6700,https://smartstore.naver.com/main/products/7825275548,https://shopping-phinf.pstatic.net/main_8536977/85369775870.1.jpg,2025-06-12 11:47:00,57
87,참나무 훈제메추리알 3개입 15gX14개 깐메추리알 행복담기,8400,https://smartstore.naver.com/main/products/5247634644,https://shopping-phinf.pstatic.net/main_8279215/82792157122.5.jpg,2025-06-12 11:47:00,57
88,참나무 훈제 메추리알 450g(15g 30입),16790,https://smartstore.naver.com/main/products/10474710558,https://shopping-phinf.pstatic.net/main_8801921/88019215844.2.jpg,2025-06-12 11:47:00,57
89,무항생제 국산 깐메추리알 1kg,6850,https://smartstore.naver.com/main/products/9215661472,https://shopping-phinf.pstatic.net/main_8676016/86760161795.2.jpg,2025-06-12 11:47:00,57
90,깐메추리알 (1kg),6980,https://shopping.naver.com/outlink/itemdetail/6052956766,https://shopping-phinf.pstatic.net/main_8359745/83597456254.jpg,2025-06-12 11:47:00,57
91,부화용 흰색 오리알,60000,https://smartstore.naver.com/main/products/8120189251,https://shopping-phinf.pstatic.net/main_8566468/85664689574.jpg,2025-06-12 11:47:00,58
92,녹차먹인 오리알 45구 소란,28000,https://smartstore.naver.com/main/products/4872323541,https://shopping-phinf.pstatic.net/main_8241684/82416847001.jpg,2025-06-12 11:47:00,58
93,130회 먹거리X파일 검증 진품 유황 오리와 오리알,39900,https://link.auction.co.kr/gate/pcs?item-no=A530295831&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5485775/54857759058.jpg,2025-06-12 11:47:00,58
94,유황청둥 오리알,33000,https://link.auction.co.kr/gate/pcs?item-no=A531251415&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5404810/54048100066.jpg,2025-06-12 11:47:00,58
95,홍홍 중국식품 피단 송화단 6개입 삭힌오리알 중국오리알,3550,https://smartstore.naver.com/main/products/5190413145,https://shopping-phinf.pstatic.net/main_8273493/82734934477.2.jpg,2025-06-12 11:47:00,58
96,"동서식품 맥심 모카골드 마일드 12g , 400개입, 1개",48700,https://search.shopping.naver.com/catalog/54190608306,https://shopping-phinf.pstatic.net/main_5419060/54190608306.20250414170744.jpg,2025-06-12 11:47:00,59
97,"동서식품 맥심 화이트골드 11.7g , 400개입, 1개",46980,https://search.shopping.naver.com/catalog/54115121365,https://shopping-phinf.pstatic.net/main_5411512/54115121365.20250411172018.jpg,2025-06-12 11:47:00,59
98,"동서식품 카누 미니 마일드로스트 아메리카노 0.9g, 120개입, 1개",21090,https://search.shopping.naver.com/catalog/54166585888,https://shopping-phinf.pstatic.net/main_5416658/54166585888.20250414111858.jpg,2025-06-12 11:47:00,59
99,동서식품 맥심 모카골드 마일드 12g x 400개입,51900,https://search.shopping.naver.com/catalog/11887983719,https://shopping-phinf.pstatic.net/main_1188798/11887983719.20201030123904.jpg,2025-06-12 11:47:00,59
100,"동서식품 맥심 슈프림 골드 13.5g , 170개입, 1개",24180,https://search.shopping.naver.com/catalog/53957091505,https://shopping-phinf.pstatic.net/main_5395709/53957091505.20250404152120.jpg,2025-06-12 11:47:00,59
101,드립백커피 티백 핸드드립 12g X 7개입 일회용커피 시다모,5900,https://smartstore.naver.com/main/products/5255995119,https://shopping-phinf.pstatic.net/main_8280051/82800517597.jpg,2025-06-12 11:47:00,60
102,드립백 커피 핸드드립 오리지널 블렌드 36개입 외 8종,29500,https://smartstore.naver.com/main/products/5481857558,https://shopping-phinf.pstatic.net/main_8302635/83026352420.4.jpg,2025-06-12 11:47:00,60
103,KALDI 칼디 워터 드립커피 4팩 침출식 콜드브루 아이스커피,9300,https://smartstore.naver.com/main/products/11381968366,https://shopping-phinf.pstatic.net/main_8892647/88926478731.1.jpg,2025-06-12 11:47:00,60
104,[50EA] 디카페인 콜롬비아 드립백 선물 세트 티백 원두 커피,27500,https://smartstore.naver.com/main/products/4059374148,https://shopping-phinf.pstatic.net/main_8160389/81603894748.2.jpg,2025-06-12 11:47:00,60
105,[바샤커피] 헤리티지 기프트 SET,118000,https://smartstore.naver.com/main/products/10444217516,https://shopping-phinf.pstatic.net/main_8798872/87988722565.1.jpg,2025-06-12 11:47:00,60
106,[평점4.89] 디카페인 원두 커피 브라질 1kg 당일로스팅 홀빈,33500,https://smartstore.naver.com/main/products/6566950172,https://shopping-phinf.pstatic.net/main_8411145/84111450505.jpg,2025-06-12 11:47:00,61
107,1Kg 원두 커피 베트남 로부스타 골든나인 업소용 대용량 당일로스팅,13800,https://smartstore.naver.com/main/products/3794782649,https://shopping-phinf.pstatic.net/main_8133930/81339300743.2.jpg,2025-06-12 11:47:00,61
108,커피생두 1Kg 뉴크롭 필더컵 베트남 마운틴 라이온 G1 외 17종,10600,https://smartstore.naver.com/main/products/123214125,https://shopping-phinf.pstatic.net/main_6733912/6733912415.9.jpg,2025-06-12 11:47:00,61
109,킹콩 원두커피 콜롬비아 에스프레소 블렌드 고소한 생두 홀빈 1kg 원두,20800,https://smartstore.naver.com/main/products/2621274522,https://shopping-phinf.pstatic.net/main_8011901/80119018098.5.jpg,2025-06-12 11:47:00,61
110,스타벅스 원두 커피 블랙퍼스트 홀빈 1.13kg 대용량,28900,https://smartstore.naver.com/main/products/5605951607,https://shopping-phinf.pstatic.net/main_8315044/83150448108.2.jpg,2025-06-12 11:47:00,61
111,[본사직영] 스타벅스 캡슐커피 by 네스카페 돌체구스토 하우스블렌드 외 13종,9490,https://smartstore.naver.com/main/products/8395757776,https://shopping-phinf.pstatic.net/main_8594025/85940258099.10.jpg,2025-06-12 11:47:00,62
112,네스프레소 캡슐 커피 버츄오 알티시오 외 80종 플러스 넥스트 팝 아이스 라떼 아메리카노,7980,https://smartstore.naver.com/main/products/5280451296,https://shopping-phinf.pstatic.net/main_8282494/82824943289.38.jpg,2025-06-12 11:47:00,62
113,네스프레소 호환 일리 캡슐 클라시코룽고 10캡슐 외 23종,4990,https://smartstore.naver.com/main/products/8490479681,https://shopping-phinf.pstatic.net/main_8603498/86034980004.4.jpg,2025-06-12 11:47:00,62
114,일리 네스프레소 캡슐 호환 커피 인텐소 에스프레소 10캡슐,5290,https://smartstore.naver.com/main/products/8638608534,https://shopping-phinf.pstatic.net/main_8618310/86183108857.4.jpg,2025-06-12 11:47:00,62
115,일리 캡슐 커피 인텐소 18캡슐 팩 외 38종,10500,https://smartstore.naver.com/main/products/8253413930,https://shopping-phinf.pstatic.net/main_8579791/85797914253.15.jpg,2025-06-12 11:47:00,62
116,마르니스 콜드브루 원액 2L 1L+1L 더치커피 액상 커피 답례품 선물 브라질 대용량,22800,https://smartstore.naver.com/main/products/10039028151,https://shopping-phinf.pstatic.net/main_8758353/87583530655.7.jpg,2025-06-12 11:47:00,63
117,20+20팩 하이드로 더치커피 콜드브루 원두커피 아메리카노 원액 세하도 30ml,12400,https://smartstore.naver.com/main/products/4653589659,https://shopping-phinf.pstatic.net/main_8219811/82198110134.6.jpg,2025-06-12 11:47:00,63
118,미스티브루 콜드브루 더치커피원액 액상스틱 30개 콜롬비아 수프리모 아메리카노,10500,https://smartstore.naver.com/main/products/5134295844,https://shopping-phinf.pstatic.net/main_8267881/82678816556.9.jpg,2025-06-12 11:47:00,63
119,슬로울리 1L+1L 콜드브루 원액 더치커피 브라질 디카페인 외 6종 대용량,19900,https://smartstore.naver.com/main/products/4420542635,https://shopping-phinf.pstatic.net/main_8196506/81965065188.93.jpg,2025-06-12 11:47:00,63
120,웰던커피 더치커피 콜드브루 원액 브라질 NY2 FC 500ml 외 7종,4900,https://smartstore.naver.com/main/products/2221277230,https://shopping-phinf.pstatic.net/main_1243682/12436827414.8.jpg,2025-06-12 11:47:00,63
121,미니 캔음료 음료수 제로 코카콜라 칠성사이다 환타오렌지 맥콜 190ml 15캔 각3개씩,12900,https://smartstore.naver.com/main/products/8624198767,https://shopping-phinf.pstatic.net/main_8616869/86168699090.2.jpg,2025-06-12 11:47:00,64
122,[도매]미니캔 음료수 제로 코카콜라 펩시 칠성사이다 190ml각10개30캔 업소용 캔음료,16900,https://smartstore.naver.com/main/products/2603994272,https://shopping-phinf.pstatic.net/main_8010173/80101737848.7.jpg,2025-06-12 11:47:00,64
123,펩시콜라 제로 라임 190ml 30캔 탄산음료 제로슈거 미니캔,14900,https://smartstore.naver.com/main/products/10250195663,https://shopping-phinf.pstatic.net/main_8779469/87794699326.1.jpg,2025-06-12 11:47:00,64
124,"롯데칠성음료 펩시제로슈거 라임향 , 210ml, 30개",13300,https://search.shopping.naver.com/catalog/53873286709,https://shopping-phinf.pstatic.net/main_5387328/53873286709.20250331114335.jpg,2025-06-12 11:47:00,64
